SampleName,PMeco,ID,dw_g,timepoint_cmtv,sheet_name,formula_check,start_date,start_date_yyyy,start_date_mm,start_date_dd.d,measurement_date,measurement_date_yyyy,measurement_month_mm,measurement_date_dd.d,time_d,mgCO2_jar
47_27_BSpp_comp_18-28_2001_a,BSpp,BSpp_18-28_2001_a,8.0,4,2001_Inc_07.12.20,,44165.4375,2020,11,30.4,44172.47917,2020,12,7.5,7.0,1.39
48_27_BSpp_comp_18-28_2001_b,BSpp,BSpp_18-28_2001_b,8.0,4,2001_Inc_07.12.20,,44165.4375,2020,11,30.4,44172.47917,2020,12,7.5,7.0,2.14
27_16_ANpp_comp_0-6_2001_a,ANpp,ANpp_0-6_2001_a,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,18.10
28_16_ANpp_comp_0-6_2001_b,ANpp,ANpp_0-6_2001_b,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,7.44
29_17_ANpp_comp_6-13_2001_a,ANpp,ANpp_6-13_2001_a,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,9.49
30_17_ANpp_comp_6-13_2001_b,ANpp,ANpp_6-13_2001_b,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,11.14
31_18_ANpp_comp_13-33_2001_a,ANpp,ANpp_13-33_2001_a,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,4.65
32_18_ANpp_comp_13-33_2001_b,ANpp,ANpp_13-33_2001_b,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,2.80
33_19_BSrf_comp_0-8_2001_a,BSrf,BSrf_0-8_2001_a,8.1,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,
34_19_BSrf_comp_0-8_2001_b,BSrf,BSrf_0-8_2001_b,8.0,5,2001_Inc_08.12.20,,44165.4375,2020,11,30.4,44173.45,2020,12,8.4,8.0,
